pause.cards.fc-profiles.label,简介,text
pause.cards.camera-mode-stepper,"第一人称视角, 外部, 环绕",text
pause.cards.change-game.change-map,更换地图,text
pause.cards.garage.edit-drone,编辑无人机,text
pause.cards.change-drone,更换无人机,text
pause.cards.rate-drone.title,评价当前无人机,text
pause.cards.rate-map.title,评价当前地图,text
pause.cards.back-editor.label,返回编辑器,text
onboarding.start.beginner,初学者,text
onboarding.start.intermediate,进阶玩家,text
onboarding.start.pro,专业玩家,text
onboarding.start.skip,主菜單 (跳过) ,text
onboarding.welcome.beginner.title,新手玩家引导,text
onboarding.welcome.beginner.description,亲爱的飞手，欢迎你！感谢你进入我为了测试你的技术而精心打造的引导系统。你和我最终将会在比赛中决一胜负，但首先我要教给你一些基本的飞行技巧。一定要集中注意力，因为一旦比赛开始，我所知道的就只有如何满油门前进。,text
onboarding.welcome.intermediate.title,进阶玩家引导,text
onboarding.welcome.intermediate.description,亲爱的飞手，欢迎你！感谢你进入我为了测试你的技术而精心打造的引导系统。你和我最终将会在比赛中决一胜负，但首先我要教给你一些基本的飞行技巧。一定要集中注意力，因为一旦比赛开始，我所知道的就只有如何满油门前进。,text
onboarding.welcome.pro.title,专业玩家引导,text
onboarding.welcome.pro.description,亲爱的飞手，欢迎你！感谢你进入我为了测试你的技术而精心打造的引导系统。你和我最终将会在比赛中决一胜负，但首先我要教给你一些基本的飞行技巧。一定要集中注意力，因为一旦比赛开始，我所知道的就只有如何满油门前进。,text
onboarding.progress.label,进程,text
onboarding.complete.finish,完成,text
onboarding.complete.intermediate,进阶玩家,text
onboarding.complete.pro,专业玩家,text
onboarding.exit.label,退出,text
onboarding.beginner.mission.arguments,"",text
onboarding.intermediate.mode,"",text
onboarding.intermediate.mission.arguments,"",text
onboarding.pro.mode,"",text
onboarding.pro.mission.arguments,"",text
onboarding.reset,"",text
onboarding.skip,"",text
onboarding.race.failed,"",text
onboarding.retry,"",text
onboarding.beginner.campaign.complete,"",text
onboarding.intermediate.campaign.complete,"",text
onboarding.pro.campaign.complete,"",text
onboarding.beginner.missions.complete,"",text
onboarding.intermediate.missions.complete,"",text
onboarding.drl.sim.overview.title,"",text
onboarding.drl.sim.overview.subtitle,"",text
onboarding.mission.title,"",text
onboarding.missions.title,"",text
onboarding.races.title,"",text
settings-system.screen.title,画面,text
settings-system.form.quality,质量,text
settings-system.form.quality.labels,"自定义, 最低, 低, 中, 高, 最高",text
settings-system.nav-left,返回,text
settings-system.form.detect,重置设置,text
settings-system.form.resolution,分辨率,text
settings-system.form.mode.labels,"窗口模式, 全屏模式",text
settings-system.form.mode,模式,text
settings-system.form.advanced,进阶渲染,text
settings-system.form.shader.labels,"低, 中, 高",text
settings-system.form.shader,着色质量,text
settings-system.form.texture.labels,"最低, 低, 中, 高",text
settings-system.form.texture,贴图质量,text
settings-system.form.shadow.labels,"关闭, 最低, 低, 中, 高",text
settings-system.form.shadows,阴影,text
settings-system.form.antialias.labels,"关闭, TAA, FXAA",text
settings-system.form.antialias,抗锯齿,text
settings-system.form.dof,视觉深度,text
settings-system.form.ao,环境光散射,text
settings-system.form.color,颜色分级,text
settings-system.form.motion,动态模糊,text
settings-system.form.bloom,全屏泛光,text
settings-system.form.adaptation,人眼适应质量,text
settings-system.form.aberration,颜色偏移,text
settings-system.form.grain,杂点特效,text
settings-system.form.radio,表单元素,text
settings-system.form.vsync,"开, 关",text
settings-system.form.post-processing,后处理,text
settings-system.form.effects-quality,影响质量,text
settings-system.form.details,细节,text
settings-system.form.water-reflections,水面反射,text
settings-system.form.antialias.labels2,"关闭,FXAA,TAA",text
settings-system.form.stepper.labels-low-med-hi,"低,中,高",text
settings-system.form.stepper.labels-lwst-low-med-hi,"最低,低,中,高",text
settings-system.form.stepper.labels-off-low-med-hi,"关闭,低,中,高",text
settings-system.form.brightness,亮度,text
settings-system.form.render-scale,渲染程度,text
settings-system.form.fps-limit,FPS限制,text
settings-game.screen.title,游戏选项,text
settings-game.nav-left,返回,text
settings-game.form.volume.main,主音量,text
settings-game.form.volume.music,音乐音量,text
settings-game.form.volume.sfx,特效音量,text
settings-game.form.language,语言,text
settings-game.form.language.labels,"自动,英语,简体中文",text
settings-game.form.camera.tilt,摄像头俯仰,text
settings-game.form.camera.fov,摄像头视角,text
settings-game.form.guide,飞行线路,text
settings-game.form.stats,竞赛数据统计,text
settings-game.form.markers,障碍门标记,text
settings-game.form.standings,自动启动竞赛排名,text
settings-game.form.fps,帧数警告,text
settings-game.form.controller,控制器图样,text
settings-game.form.lens,镜头畸变,text
settings-game.form.props,螺旋桨可见,text
settings-game.form.propwash,干扰乱流,text
settings-game.form.propwash.labels,"开,低,中,高",text
settings-game.form.crosshair,十字线,text
settings-game.form.fast-reset,快速重新开始比赛,text
settings-game.form.camera-noise,摄像头干扰,text
settings-game.form.notifications-game,局内通知,text
settings-game.form.notifications-game.labels,"全部,好友,关闭",text
settings-game.form.notifications-menu,局外通知,text
settings-game.form.notification-menu.labels,"全部,好友,关闭",text
settings-game.form.notifications-in-game-chat,局内聊天,text
settings-tuning.back,返回,text
settings-tuning.help,帮助,text
settings-tuning.betaflight,BetaFlight,text
settings-tuning.controller-presets.label,控制器预设置,text
settings-tuning.preset.low,低,text
settings-tuning.preset.medium,中,text
settings-tuning.preset.high,高,text
settings-tuning.preset.custom,自定义,text
settings-tuning.sliders.pitch-rc-rate,控制器俯仰速度,text
settings-tuning.sliders.yaw-rc-rate,控制器偏航速度,text
settings-tuning.sliders.pitch-super-rate,俯仰超级速度,text
settings-tuning.sliders.yaw-super-rate,偏航超级速度,text
settings-tuning.sliders.pitch-expo,俯仰指数,text
settings-tuning.sliders.yaw-expo,偏航指数,text
settings-tuning.sliders.roll-rc-rate,横滚速度,text
settings-tuning.sliders.throttle-mid,油门中位,text
settings-tuning.sliders.roll-super-rate,横滚超级速度,text
settings-tuning.sliders.throttle-expo,油门指数,text
settings-tuning.sliders.roll-expo,横滚指数,text
settings-tuning.options.link-pitch-roll-state,链接俯仰与横滚速度,text
settings-tuning.footer.yaw,偏航,text
settings-tuning.footer.pitch-roll,俯仰/横滚,text
settings-tuning.footer.pitch,俯仰,text
settings-tuning.footer.roll,横滚,text
settings-tuning.drone-preview.loading-msg,组装无人机中…,text
settings-tuning.drone-preview.rotation-speed,旋转速度,text
settings-tuning.drone-preview.movement-speed,移动速度,text
settings-tuning.drone-preview.top-speed,最好成绩,text
settings-tuning.help,帮助,text
settings-tuning.controller-presets.rc-rates,控制器频率,text
settings-tuning.screen-title,控制器灵敏度,text
settings.profile-screen-dev.back.button,返回,text
settings.profile-screen-dev.profile-name.label,全名,text
settings.profile-screen-dev.type-full-name.label,请输入您的全名,text
settings.profile-screen-dev.pilot-handle.label,名称,text
settings.profile-screen-dev.email.label,邮箱,text
settings.profile-screen-dev.type-your-email.label,请输入您的邮箱,text
settings.profile-screen-dev.age.label,年龄,text
settings.profile-screen-dev.type-your-age.label,请输入您的年龄,text
settings.profile-screen-dev.gender.label,性别,text
settings.profile-screen-dev.gender.types,"男, 女, 保密",text
settings.profile-screen-dev.country.label,国家,text
settings.profile-screen-dev.type-your-country.label,请输入您的国家,text
settings.profile-screen-dev.non-fpv-drone-skill.label,"您在非FPV无人机领域的熟练程度如何？（DJI, YUNEEC, 3DR, PARROT等）",text
settings.profile-screen-dev.non-fpv-drone-skill.types,"从未飞行, 尝试过但技能有限, 基本技能, 进阶技能, <请选择>",text
settings.profile-screen-dev.non-fpv-drone-years.label,非FPV无人机飞行经验,text
settings.profile-screen-dev.non-fpv-drone-years.types,"1,2,3,4,5+, <请选择>",text
settings.profile-screen-dev.fpv-drone-skill.label,"您在FPV无人机领域的熟练程度如何？
（SHEN DRONES, ROTORX, LUMENIER, TBS等）",text
settings.profile-screen-dev.fpv-drone-skill.types,"从未飞行, 尝试过但技能有限, 基本技能, 进阶技能, <请选择>",text
settings.profile-screen-dev.fpv-drone-years.label,FPV无人机飞行经验,text
settings.profile-screen-dev.fpv-drone-years.types,"1,2,3,4,5+, <请选择>",text
settings.profile-screen-dev.fpv-drone-preference.label,您喜欢什么类型的飞行？,text
settings.profile-screen-dev.fpv-drone-preference.types,"花式飞行, 竞赛, 两者都可, <请选择>",text
settings.profile-screen-dev.how-drl-watch.label,您如何观看无人机竞速联盟？,text
settings.profile-screen-dev.how-drl-watch.types,"有线/卫星电视, 社交媒体, 其他数字平台, 我不看无人机竞速联盟, <请选择>",text
settings.profile-screen-dev.have-you-ever-droned.label,您在现实生活中参加过无人机竞赛吗？,text
settings.profile-screen-dev.have-you-ever-droned.types,"否, 是, <请选择>",text
settings.profile-screen-dev.have-you-ever-built-drone.label,您组装过自己的竞速无人机吗？,text
settings.profile-screen-dev.have-you-ever-built-drone.types,"否, 是, <请选择>",text
settings.profile-screen-dev.are-you-member.label,您是MULTIGP成员吗？,text
settings.profile-screen-dev.are-you-member.types,"否, 是, <请选择>",text
settings.profile-screen-dev.are-you-american.label,您是美国公民吗？,text
settings.profile-screen-dev.are-you-american.types,"否, 是, <请选择>",text
settings.profile-screen-dev.are-you-in-military.label,您目前是美国军队任何分支的现役军人或预备役军人吗？,text
settings.profile-screen-dev.are-you-in-military.types,"否, 空军, 陆军, 海岸警卫队, 海军陆战队, 国民警卫队, 海军, <请选择>",text
settings.profile-screen-dev.are-you-ama.label,您是美国航空模型协会会员吗？,text
settings.profile-screen-dev.are-you-ama.label,"否, 是, <请选择>",text
settings.profile-screen-dev.are-you-ama.types,"否, 是, <请选择>",text
settings.profile-screen.field,栏位,text
settings.controller-map-screen.back.button,返回,text
settings.controller-map-screen.left-stick-map.label,菜单导航/无人机操纵,text
settings.controller-map-screen.right-stick-map.label,菜单选择/无人机返回操纵,text
settings.controller-map-screen.button-a-map.label,选择,text
settings.controller-map-screen.button-b-map.label,返回,text
settings.controller-map-screen.button-shoulder-1-map.label,重置游戏/重置无人机,text
settings.controller-map-screen.button-shoulder-2-map.label,翻正无人机,text
settings.controller-map-screen.button-center-map.label,暂停,text
settings.controller-map-screen.ps.left-stick-map.label,菜单导航/无人机操纵,text
settings.controller-map-screen.ps.right-stick-map.label,菜单选择/无人机返回操纵,text
settings.controller-map-screen.ps.button-a-map.label,选择,text
settings.controller-map-screen.ps.button-b-map.label,返回,text
settings.controller-map-screen.ps.button-shoulder-1-map.label,重置游戏/重置无人机,text
settings.controller-map-screen.ps.button-shoulder-2-map.label,翻正无人机,text
settings.controller-map-screen.ps.button-center-map.label,暂停,text
settings.controller-map-screen.rc.left-stick-map.label,无人机操纵,text
settings.controller-map-screen.rc.right-stick-map.label,无人机操纵,text
settings.controller-map-screen.rc.button-a-map.label,选择,text
settings.controller-map-screen.rc.button-b-map.label,返回,text
settings.controller-map-screen.rc.button-shoulder-1-map.label,重置游戏/重置无人机,text
settings.controller-map-screen.rc.button-shoulder-2-map.label,翻正无人机,text
settings.controller-map-screen.rc.button-center-map.label,暂停,text
settings.controller-map-screen.nk.left-stick-map.label,菜单导航 / 无人机操纵,text
settings.controller-map-screen.nk.right-stick-map.label,菜单选择（轻击右侧）/ 返回（轻击左侧）/ 无人机操纵,text
settings.controller-map-screen.nk.button-a-map.label,选择,text
settings.controller-map-screen.nk.button-b-map.label,返回,text
settings.controller-map-screen.nk.button-shoulder-1-map.label,重置游戏/重置无人机,text
settings.controller-map-screen.nk.button-shoulder-2-map.label,翻正无人机,text
settings.controller-map-screen.nk.button-center-map.label,暂停,text
settings.controller-calibration-screen.cancel.button,取消,text
settings.controller-calibration-screen.save.button,存档,text
settings.controller-calibration-screen.left-stick-y.label,左摇杆上与下,text
settings.controller-calibration-screen.left-stick-y.types,"偏航, 油门, 横滚, 俯仰",text
settings.controller-calibration-screen.left-stick-x.label,左摇杆左与右,text
settings.controller-calibration-screen.left-stick-x.types,"偏航, 油门, 横滚, 俯仰",text
settings.controller-calibration-screen.right-stick-y.label,右摇杆上与下,text
settings.controller-calibration-screen.right-stick-y.types,"偏航, 油门, 横滚, 俯仰",text
settings.controller-calibration-screen.right-stick-x.label,右摇杆左与右,text
settings.controller-calibration-screen.right-stick-x.types,"偏航, 油门, 横滚, 俯仰",text
settings.controller-calibration-screen.mid-stick.label,中位,text
settings.controller-calibration-screen.deadzone.label,死区,text
settings.controller-calibration-screen.invert-left-stick-y.label,反转左摇杆上与下,text
settings.controller-calibration-screen.invert-left-stick-x.label,反转左摇杆左与右,text
settings.controller-calibration-screen.invert-right-stick-y.label,反转右摇杆上与下,text
settings.controller-calibration-screen.invert-right-stick-x.label,反转右摇杆左与右,text
settings.controller-calibration-screen.select-controller.label,移动左右摇杆进行绕圈,text
settings.controller-calibration-screen.center-stick.label,将两个摇杆置于中位状态. <color=#5EB300FF>然后点击下一步.</color>,text
settings.controller-calibration-screen.left-stick-x-calibration.label,将左摇杆移到 <color=red>左右边缘</color>.,text
settings.controller-calibration-screen.left-stick-y-calibration.label,将左摇杆移到 <color=red>上下边缘</color>.,text
settings.controller-calibration-screen.right-stick-x-calibration.label,将右摇杆移到 <color=red>左右边缘</color>.,text
settings.controller-calibration-screen.right-stick-y-calibration.label,将右摇杆移到  <color=red>上下边缘</color>.,text
settings.controller-calibration-screen.restart-race-button-selection.label,选择重启竞赛<color=red>按键</color> (或点击跳过),text
settings.controller-calibration-screen.flip-drone-button-selection.label,选择重置无人机 <color=red>按键</color> (或点击跳过),text
settings.controller-calibration-screen.deadzone-calibration.label,"如果您的摇杆过于灵敏, 可以增加死区。",text
settings.controller-calibration-screen.help-message,"如需要帮助, 点击 <color=white>帮助</color> 按钮.",text
settings.controller-calibration-screen.exit,退出,text
settings.controller-calibration-screen.help,帮助,text
settings.settings-screen-title,设置,text
settings.profile-screen-title,玩家资料,text
settings.profile-screen.player-data.button,玩家数据,text
settings.profile-screen.progression-manual.button,关于经验,text
settings.controller-map-screen-title,控制器设置图,text
settings.controller-callibration-screen.stick-detected,"检测到摇杆, 点击下一步。",text
settings.controller-callibration-screen.wizard-complete,"向导完毕, 点击下一步。",text
settings.controller-calibration-screen.help-message-2,"如要分配发射器内的开关, 按<color=white>帮助</color>按钮。",text
settings.controller-custom.input-comp.input-list,"未选择, 左摇杆 X, 左摇杆 Y, 右摇杆 X, 右摇杆 Y, 拨动开关 A, 拨动开关 B",text
settings.controller-custom.find-next,查找下一个,text
settings.controller-custom.gamepad-mode,游戏手柄模式,text
settings.controller-custom.using-xinput-mode,使用XINOUT模式,text
settings.controller-custom.gamepad.select-axis-or-button,选择轴或按键,text
settings.controller-custom.gamepad.left-stick-vertical,左摇杆竖直,text
settings.controller-custom.gamepad.left-stick-horizontal,左摇杆水平,text
settings.controller-custom.gamepad.right-stick-vertical,右摇杆竖直,text
settings.controller-custom.gamepad.right-stick-horizontal,右摇杆水平,text
settings.controller-custom.gamepad.left-shoulder-1,左肩键 1,text
settings.controller-custom.gamepad.left-shoulder-2,左肩键 2,text
settings.controller-custom.gamepad.right-shoulder-1,右肩键 1,text
settings.controller-custom.gamepad.right-shoulder-2,右肩键 2,text
settings.controller-custom.gamepad.top-row-action-1,上方功能键 1,text
settings.controller-custom.gamepad.top-row-action-2,上方功能键 2,text
settings.controller-custom.gamepad.top-row-action-3,上方功能键 3,text
settings.controller-custom.gamepad.bottom-row-action-1,下方功能键 1,text
settings.controller-custom.gamepad.bottom-row-action-2,下方功能键 2,text
settings.controller-custom.gamepad.bottom-row-action-3,下方功能键 3,text
settings.controller-custom.gamepad.center-button-1,中部按键 1,text
settings.controller-custom.gamepad.center-button-2,中部按键 2,text
settings.controller-custom.gamepad.center-button-3,中部按键 3,text
settings.controller-custom.gamepad.left-stick-press,点击左摇杆,text
settings.controller-custom.gamepad.right-stick-press,点击右摇杆,text
settings.controller-custom.gamepad.dpad-up,DPad 上,text
settings.controller-custom.gamepad.dpad-down,DPad 下,text
settings.controller-custom.gamepad.dpad-left,DPad 左,text
settings.controller-custom.gamepad.dpad-right,DPad 右,text
settings.controller-custom.gamepad.none,无,text
settings.controller-custom.transmiter.select-axis-trigger,选择轴或触发器,text
settings.controller-custom.transmiter.left-stick-vertical,左摇杆竖直,text
settings.controller-custom.transmiter.left-stick-horizontal,左摇杆水平,text
settings.controller-custom.transmiter.right-stick-vertical,右摇杆竖直,text
settings.controller-custom.transmiter.right-stick-horizontal,右摇杆水平,text
settings.controller-custom.transmiter.reset-drone,重置无人机,text
settings.controller-custom.transmiter.restart-race,重置竞赛,text
settings.controller-custom.transmiter.none,无,text
settings.controller-custom.title,高级设置,text
settings.controller-custom.SDL2,使用SDL2模式,text
settings.controller-custom.XINPUT,使用XINPUT模式,text
settings.controller-custom.disconnected,未连接,text
settings.profile-screen-dev.flight-time.label,飞行时间,text
settings.profile-screen-dev.hours,小时,text
settings.profile-screen-dev.progression-week-rank-status-warning,完成比賽以加入您的排名,text
settings.profile-screen.dev.progression-level,等级,text
settings.profile-screen.dev.progression-xp,经验,text
settings.profile-screen.dev.progression-streak,连击,text
settings.profile-screen.dev.race,比赛,text
settings.profile-screen.dev.progression-tier-rank,等级排名,text
settings.profile-screen.progression-days,天,text
settings.profile-screen.progression-hours,小时,text
settings.profile-screen.progression-minutes,分,text
settings.profile-screen.progression-seconds,秒,text
settings.profile-screen.dev.progression-tier-rank-finished,排名结束!,text
settings.profile-screen.dev.progression-wait,等待中...,text
settings.profile-screen.player-data.label,个人数据,text
settings.profile-screen-dev.discard.button,丟棄,text
settings.profile-screen-dev.save.button,保存,text
settings-menu.back,返回,text
settings-menu.controller-setup,控制器设置,text
settings-menu.controller-sesitivity,控制器灵敏度,text
settings-menu.settings,选项,text
settings-menu.graphics,画面,text
settings-menu.help,帮助,text
settings-menu.legal,法定权利,text
progression.manual.intro.title,这是什么？,text
progression.manual.intro.field,经验值是记录你飞手历程的一种方式。探索全部DRL赛道，并与其他飞手在多人模式展开较量，来获得经验值并提升你的等级！,text
progression.manual.xp-level.title,经验值 & 等级,text
progression.manual.xp-level.field,完成比赛获得经验值并提升等级。这将会追踪你的长期目标，成为最出色的飞手！,text
progression.manual.xp-where.title,如何获得经验值？,text
progression.manual.xp-where.field,通过飞行任意DRL官方赛道和原创赛道获得经验值。赛道的难度越高，获得的经验值也就越多。加入多人竞赛，将根据你的表现获得额外经验值。,text
progression.manual.sp-info.title,连击点数,text
progression.manual.sp-info.field,坚持每天完成3个地图的训练目标，这会使你获得1个连击点数。通过定期飞行获得尽可能多的连击点数。连续3天未进行飞行将会使你失去1个连击点数。让你的对手们看到你是多么的勤奋！,text
progression.manual.ranking-info.title,每周排名,text
progression.manual.ranking-info.field,与其他飞手展开竞争，看看谁是本周获得经验最多的人！你将与其他玩家和顶尖飞手争夺提升至下一个徽章等级的资格。坚持不懈将会帮助你提升至下一个等级，同时也会防止下降到之前的等级。,text
progression.manual.badges-info.title,徽章,text
progression.manual.badges-info.field,你将在每周排名中进行竞争，这会让你获得徽章。DRL模拟器每周提供10种不同的徽章供玩家获取。这并不简单，持之以恒是保持并提升徽章等级的关键。,text
progression.screen.title,進度系統手冊,text
controller-profiles-menu.back,返回,text
controller-profiles-menu.controller-map,控制器设置图,text
controller-profiles-menu.new-controller,新控制器,text
controller-profiles-menu.help,帮助,text
controller-profiles-menu.title,控制器设置,text
controller-profiles-menu.controller,控制器,text
game.hotkeys.reset-drone,重置无人机,text
game.hotkeys.standings,排名,text
game.hotkeys.restart,重新开始,text
game.hotkeys.chat,聊天,text
game.hotkeys.menu,菜单,text
game.hotkeys.forfeit,弃权,text
game.hotkeys.hotkey,快捷键,text
game.password,密码,text
game.bots,机器人,text
game-race-overview-screen.back,返回,text
game-race-overview-screen.help,帮助,text
game-race-overview-screen.race-complete,竞赛完成！,text
game-race-overview-screen.total-time,总时间,text
game-race-overview-screen.total-crashes,炸机/重置次数:,text
game-race-overview-screen.top-speed,最高速,text
game-race-overview-screen.crash-rebuild,坠机重组,text
game-race-overview-screen.restart,重新开始,text
game-race-overview-screen.maps,地图,text
game-race-overview-screen.watch,观看,text
game-race-overview-screen.time-in-first,最好成绩:,text
game-race-overview-screen.percentile,百分比:,text
game-race-overview-screen.fastest,最快,text
game-race-overview-screen.slowest,最慢,text
game-race-overview-screen.lap,圈,text
game-race-complete-screen.restart,重新开始,text
game-race-complete-screen.exit,退出,text
game-race-complete-screen.next,下一步,text
game-race-complete-screen.spectate,观赏,text
game-race-complete-screen.vote-next-race,投票选择下一个赛道,text
game-race-complete-screen.wait,等待中,text
game-race-complete-screen.settings,设置,text
game-viewer-controls-screen.info.time,时间,text
game-viewer-controls-screen.controls.hide-on-play,隐藏,text
game-viewer-controls-screen.controls.playback-camera,"第一人称视角, 外部, 环绕",text
game-viewer-controls-screen.controls.controller,控制器,text
game-viewer-controls-screen.controls.race-stats,竞赛数据统计,text
game-viewer-controls-screen.nav.settings,设置,text
game-viewer-controls-screen.nav.exit,退出,text
game-viewer-controls-screen.controls.show-player-name,玩家姓名,text
game-viewer-controls-screen.controls.camera.fpv-label,第一人称视角,text
calibration.screen.profiles.title,添加/删除控制器,text
calibration.footer.nohardware,未连接控制器,text
calibration.footer.needscalibration,错误请校准,text
calibration.profiles.map,控制器设置图,text
calibration.profiles.new,新控制器,text
calibration.profiles.help,帮助,text
calibration.profiles.controller,控制器,text
calibration.deadzone,死区,text
calibration.delete,删除,text
calibration.next,下一步,text
calibration.skip,跳过,text
calibration.main.calibration-mode,校准模式,text
calibration.main.auto,自动校准,text
calibration.main.manual,手动校准,text
calibration.main.calibration-info,选择任意校准选项将覆盖所选控制器的全部已保存配置,text
calibration.main.trim-title,调整模式,text
calibration.main.trim,输入配平,text
calibration.main.channels,通道选择,text
calibration.main.trim-info,这些选项适用于且仅适用于调整已完成校准的控制器,text
calibration.main.drone-message,组装无人机...,text
calibration.main.selection,无,text
calibration.back,返回,text
calibration.help,帮助,text
calibration.save,保存,text
calibration.calibrate,校准模式,text
calibration.sensitivity,灵敏度,text
calibration.center-step.info,请保持摇杆处于中位，直到倒计时结束,text
calibration.center-step.pre-info,"保持摇杆中位，点击""校准""开始",text
calibration.center-step.title,摇杆中位,text
calibration.throttle-step-up.info,<color=green>油门摇杆向上</color>,text
calibration.throttle-step-down.info,<color=green>油门摇杆向下</color>,text
calibration.throttle-step.title,油门通道,text
calibration.yaw-step-right.info,<color=green>偏航摇杆向右</color>,text
calibration.yaw-step-left.info,<color=green>偏航摇杆向左</color>,text
calibration.yaw-step.title,偏航通道,text
calibration.pitch-step-up.info,<color=green>俯仰摇杆向上</color>,text
calibration.pitch-step-down.info,<color=green>俯仰摇杆向下</color>,text
calibration.pitch-step.title,俯仰通道,text
calibration.roll-step-right.info,<color=green>横滚摇杆向右</color>,text
calibration.roll-step-left.info,<color=green>横滚摇杆向左</color>,text
calibration.roll-step.title,横滚通道,text
calibration.toggle-a-step.info,拨动 <color=green>重新开始比赛</color> 开关,text
calibration.toggle-a-step.title,重新开始比赛开关,text
calibration.toggle-b-step.info,拨动 <color=green>重置无人机</color> 开关,text
calibration.toggle-b-step.title,重置无人机开关,text
calibration.filter-step.info,旋转摇杆以检测可用通道,text
calibration.filter-step.title,通道检测,text
calibration.channels.title,通道选择,text
calibration.channels.info,为可用通道分配功能,text
calibration.trim.throttle,油门,text
calibration.trim.pitch,俯仰,text
calibration.trim.yaw,偏航,text
calibration.trim.roll,横滚,text
calibration.trim.mid-stick,回中摇杆,text
calibration.trim.invert,反向,text
calibration.trim.reset,重置,text
calibration.trim.slider-mid,中点,text
calibration.trim.slider-min,最小,text
calibration.trim.slider-max,最大,text
calibration.trim.slider-zero,0油门,text
calibration.trim.slider-deadzone,死区,text
calibration.channel.button,按键,text
calibration.channel.channel,通道,text
calibration.channel.midstick,回中摇杆,text
calibration.channel.invert,反向,text
calibration.channel.dropdown,"无,油门,偏航,俯仰,横滚,重新开始,重置",text
calibration.pause-step.info,请将摇杆移回中位,text
calibration.no-hardware,硬件未连接？,text
maps.gates-of-hell.caption,地狱之门,text
maps.gates-of-hell.title,地狱之门,text
maps.gates-of-hell.description,"无人机竞速联盟 2016赛季 第1站
哈德逊河沿岸的一个废弃的发电站, 因其生锈的墙壁、衰落的体系和暴力的历史而闻名, 被戏称为“地狱之门”。",text
maps.sandbox.caption,无人机竞速联盟 沙盒,text
maps.sandbox.title,无人机竞速联盟 沙盒,text
maps.sandbox.description,"无人机竞速联盟 调试地图
用于创建和测试新特性的开发地图。",text
maps.airplane-graveyard.caption,停止使用,text
maps.airplane-graveyard.title,停止使用,text
maps.airplane-graveyard.description,"无人机竞速联盟 初始赛季 第1站
荒漠中的废弃机场, 尽情享受吧！",text
maps.house.caption,房屋,text
maps.house.title,房屋,text
maps.house.description,无人机竞速联盟经典地图 在最具挑战性的环境中磨练你的无人机技术。在狭小的空间里飞行，看看你是否具备在不损坏妈妈任何东西的情况下掌握室内飞行的能力。,text
maps.bridge.caption,大桥,text
maps.bridge.title,大桥,text
maps.bridge.description,无人机竞速联盟经典地图 欢迎来到DRL世界。以经典的DRL反重力门为特色，这条赛道中充满了垂直元素、钢铁障碍、海洋俯冲以及无情的岩石表面。,text
maps.bell-labs.caption,曼哈顿计划,text
maps.bell-labs.title,曼哈顿计划,text
maps.bell-labs.description,"无人机竞速联盟 2016赛季 第4站
本站比赛中, 世界上最顶级的无人机飞手将在贝尔实验室中展开较量。",text
maps.detroit.caption,2016世界锦标赛,text
maps.detroit.title,2016世界锦标赛,text
maps.detroit.description,"无人机竞速联盟 2016赛季 第6站
2016赛季的终极决战。入围飞手将为无人机竞速联盟2016赛季冠军而战。",text
maps.lapocalypse.caption,洛杉矶启示录,text
maps.lapocalypse.title,洛杉矶启示录,text
maps.lapocalypse.description,"无人机竞速联盟 2016赛季 第3站
废弃的场地——占地160000平方米的70年代郊区遗迹。二十名顶级无人机飞手来到了洛杉矶的一个废弃购物中心, 以每小时130公里的速度穿梭于这个旧时代的产物。",text
maps.miami-lights.caption,迈阿密之光,text
maps.miami-lights.title,迈阿密之光,text
maps.miami-lights.description,"无人机竞速联盟 2016赛季 第2站
无人机竞速联盟的赛季揭幕战在美国橄榄球联盟的迈阿密永明体育场举行, 这是迄今为止无人机竞赛最快的3D赛道。",text
maps.ohio-crash-site.caption,俄亥俄UFO坠机事件,text
maps.ohio-crash-site.title,俄亥俄UFO坠机事件,text
maps.ohio-crash-site.description,"无人机竞速联盟 2016赛季 第5站
在俄亥俄某地, 不明飞行物的传言已经开始散播。现在, 无人机飞手在外星飞船的残骸中一较高下。",text
maps.atlanta-aftermath.caption,亚特兰大余波,text
maps.atlanta-aftermath.title,亚特兰大余波,text
maps.atlanta-aftermath.description,"无人机竞速联盟 2017赛季 第2站
本站比赛在紧急应变及灾难训练中心举行, 急转弯和直道冲刺, 使这里成为迄今为止最为考验技术的赛道。",text
maps.boston-foundry.caption,波士顿铸造厂,text
maps.boston-foundry.title,波士顿铸造厂,text
maps.boston-foundry.description,"无人机竞速联盟 2017赛季 第4站
钢与火打造的本站比赛是2017常规赛的最终站。飞手们面对的是漫长而黑暗的走廊, 笨重庞大的机器和各式各样的发夹弯。",text
maps.london.caption,2017世界锦标赛,text
maps.london.title,2017世界锦标赛,text
maps.london.description,"无人机竞速联盟 2017赛季 第6站
在标志性的亚历山德拉宫举行的锦标赛上, 飞手们以循环赛的方式决出最后六强。此后他们将勇闯生命中最重要的七轮决赛角逐无人机竞速联盟2017世界冠军, 成为世界上最优秀的无人机飞手。",text
maps.mardi-gras.caption,狂欢节世界,text
maps.mardi-gras.title,狂欢节世界,text
maps.mardi-gras.description,"无人机竞速联盟 2017赛季 第3站
本站比赛，飞手们来到目前无人机竞速联盟最缤纷多彩的赛道竞技——新奥尔良著名的狂欢节游行。飞行员在花车之间、上方及周围高速飞驰, 这条赛道颇受无惧在狭小空间冒险的飞手们青睐。",text
maps.miami-nights.caption,硬石体育场,text
